Category	Name	Address	City	State	PostalCode
Anonimize	Marguerite De Angeli Branch Library	921 West Nepessing Street	Lapeer	MI	
Anonimize	Lawrence Branch Library	122 West Saint Joseph Street	Lawrence	MI	
Anonimize	Lawton Public Library	125 South Main Street	Lawton	MI	49065
Anonimize	Leland Township Public Library	203 East Cedar Street	Leland	MI	49654
Anonimize	Perkins Library Of Lennon	11904 Lennon Road	Lennon	MI	
Anonimize	Addison Township Public Library	1400 Rochester Road	Leonard	MI	48367
Anonimize	Leroy Community Library	104 West Gilbert Street	Leroy	MI	49655
Anonimize	Leslie Branch	201 Pennsylvania Street	Leslie	MI	
Anonimize	Bliss Branch Library	265 West Sturgeon Bay Trail	Levering	MI	
Anonimize	Levering Branch Library	6236 Mill Street	Levering	MI	
Anonimize	Lewiston Public Library	4356 Hanson Road	Lewiston	MI	
Anonimize	Moore Public Library	7239 Huron Avenue	Lexington	MI	48450
Anonimize	Lincoln Branch Library	330 Traverse Bay Road	Lincoln	MI	
Anonimize	Lincoln Park Public Library	1381 Southfield Road	Lincoln Park	MI	
Anonimize	Linden Library	p.o. box 158	Linden	MI	
Anonimize	Litchfield District Library	108 North Chicago Street	Litchfield	MI	49252
Anonimize	Alfred Noble Branch Library	32901 Plymouth Road	Livonia	MI	
Anonimize	Carl Sandburg Branch Library	30100 Seven Mile Road	Livonia	MI	
Anonimize	Livonia Public Library	32777 Five Mile Road	Livonia	MI	48154
Anonimize	Vest Pocket Library	33000 Civic Center Dr.	Livonia	MI	
Anonimize	Kent District Library - Englehardt	200 North Monroe	Lowell	MI	49331
Anonimize	Mason County District Library	217 East Ludington Avenue	Ludington	MI	49431
Anonimize	Rasey Memorial Branch Library	4349 Oak Street	Luna Pier	MI	
Anonimize	Luther Area Public Library	115 State Street	Luther	MI	49656
Anonimize	Lyons Township District Library	240 East Bridge Street	Lyons	MI	48851
Anonimize	Mackinac Island Public Library	7549 Huron Street	Mackinac Island	MI	49757
Anonimize	Mackinaw Area Public Library	528 West Central Avenue	Mackinaw City	MI	49701
Anonimize	North Branch	16800 24 Mile Road	Macomb	MI	
Anonimize	Madison Heights Branch Library	26550 John R Road	Madison Heights	MI	
Anonimize	Madison Heights Public Library	240 West Thirteen Mile Road	Madison Heights	MI	48071
Anonimize	Mancelona Township Library	202 West State Street	Mancelona	MI	49659
Anonimize	Manchester District Library	912 City Road (M-52)	Manchester	MI	48158
Anonimize	Manistee County Library	95 Maple Street	Manistee	MI	49660
Anonimize	Manistique School Public Library	100 North Cedar Street	Manistique	MI	49854
Anonimize	Manton Public Library	404 West Main Street	Manton	MI	
Anonimize	Maple Rapids Public Library	130 South Maple Avenue	Maple Rapids	MI	48853
Anonimize	Marcellus Township-Wood Memorial Library	205 East Main Street	Marcellus	MI	49067
Anonimize	Marine City Public Library	300 South Parker Street	Marine City	MI	
Anonimize	M. Alice Chapin Memorial Library	120 East Main Street	Marion	MI	49665
Anonimize	Marlette District Library	3116 Main Street	Marlette	MI	48453
Anonimize	Peter White Public Library	217 North Front Street	Marquette	MI	49855
Anonimize	Marshall District Library	124 West Green Street	Marshall	MI	49068
Anonimize	J. C. Wheeler Public Library	1576 South Main Street	Martin	MI	49070
Anonimize	Marysville Public Library	1175 Delaware Avenue	Marysville	MI	
Anonimize	Aurelius Branch	1939 South Aurelius Road	Mason	MI	
Anonimize	Mason Branch	145 West Ash Street	Mason	MI	
Anonimize	Greenland Township Library	1212 Adventure Avenue	Mass City	MI	
Anonimize	Antwerp Sunshine Branch Library	24823 Front Street	Mattawan	MI	
Anonimize	Maybee Branch Library	9060 Raisin Street	Maybee	MI	
Anonimize	Mayville District Public Library	6090 Fulton Street	Mayville	MI	48744
Anonimize	Mcbain Community Library	107 East Maple Street	Mcbain	MI	49657
Anonimize	Morton Township Public Library	110 South James Street	Mecosta	MI	49332
Anonimize	Melvindale Public Library	18650 Allen Road	Melvindale	MI	
Anonimize	Memphis Public Library	34830 Potter Street	Memphis	MI	
Anonimize	Mendon Township Library	314 West Main Street	Mendon	MI	49072
Anonimize	Spies Public Library	940 First Street	Menominee	MI	49858
Anonimize	Merrill District Library	321 West Saginaw	Merrill	MI	48637
Anonimize	Mesick Public Library	207 North Eugene St.	Mesick	MI	
Anonimize	Metamora Branch Library	4018 Oak Street	Metamora	MI	
Anonimize	Thornapple Kellogg School And Community Library	3885 Bender Road	Middleville	MI	49333
Anonimize	Grace A. Dow Memorial Library	1710 West Saint Andrews	Midland	MI	48640
Anonimize	Mikado Township Library	2291 South F-41	Mikado	MI	
Anonimize	Milan Public Library	151 Wabash Street	Milan	MI	48160
Anonimize	Milford Public Library	330 Family Drive	Milford	MI	48381
Anonimize	Millington Arbela District Library	8530 Depot Street	Millington	MI	48746
Anonimize	Oscoda County Library	430 West Eighth Street	Mio	MI	48647
Anonimize	Leighton Township Library	4451 12th Street	Moline	MI	49335
Anonimize	Blue Bush Branch Library	2210 Blue Bush Road	Monroe	MI	
Anonimize	Dorsch Memorial Branch Library	18 East First Street	Monroe	MI	
Anonimize	Frenchtown-Dixie Branch Library	2881 Nadeau Road	Monroe	MI	
Anonimize	L. S. Navarre Branch Library	1135 East Second Street	Monroe	MI	
Anonimize	Monroe County Library System	840 South Roessler Street	Monroe	MI	48161
Anonimize	Robert A. Vivian Branch Library	2664 Vivian Road	Monroe	MI	
Anonimize	Montague Branch Library	8778 Ferry Street	Montague	MI	
Anonimize	Montrose-Jennings Library	241 Feher Drive	Montrose	MI	
Anonimize	Brevort Township Library	4009 North Church Street	Moran	MI	
Anonimize	Stair Public Library	228 West Main Street	Morenci	MI	49256
Anonimize	Walton Erickson Public Library	4808 Northland Drive	Morley	MI	49336
Anonimize	Morrice Village Library	300 Main Street	Morrice	MI	
Anonimize	Mount Clemens Public Library	150 Cass Avenue	Mount Clemens	MI	48043
Anonimize	Mount Morris Library	685 Van Buren Avenue	Mount Morris	MI	
Anonimize	Chippewa River District Library System	301 South University	Mount Pleasant	MI	48858
Anonimize	Veterans Memorial Library	301 South University	Mt. Pleasant	MI	
Anonimize	Mulliken District Library	135 Main Street	Mulliken	MI	48861
Anonimize	Munising School Public Library	810 State Highway M-28 West Suite A	Munising	MI	49862
Anonimize	Egelston Branch Library	5428 East Apple Avenue	Muskegon	MI	
Anonimize	Hackley Public Library	316 West Webster Avenue	Muskegon	MI	49440
Anonimize	Muskegon Area District Library	4845 Airline Road Unit 5	Muskegon	MI	49444
Anonimize	North Muskegon Walker Branch Library	1522 Ruddiman	Muskegon	MI	
Anonimize	Norton Shores Branch Library	705 Seminole Road	Muskegon	MI	
Anonimize	Napoleon Branch Library	6755 Brooklyn Road	Napoleon	MI	
Anonimize	Putnam District Library	327 North Main	Nashville	MI	49073
Anonimize	Negaunee Public Library	319 West Case Street	Negaunee	MI	49866
Anonimize	Macdonald Public Library	36480 Main Street	New Baltimore	MI	48047
Anonimize	New Buffalo Township Public Library	33 North Thompson Street	New Buffalo	MI	49117
Anonimize	Lenox Township Library	58976 Main Street	New Haven	MI	48048
Anonimize	Twin Township Public-School Library	9435 Beech Street	New Lothrop	MI	
Anonimize	Croton Branch Library	6464 Croton-Hardy Drive	Newaygo	MI	
Anonimize	Newaygo Area District Library	44 North State Road	Newaygo	MI	49337
Anonimize	Tahquamenon Area Public Library	700 Newberry Avenue	Newberry	MI	49868
Anonimize	Newport Branch Library	8120 North Dixie Highway	Newport	MI	
Anonimize	Howard Branch Library	2341 Yankee Street	Niles	MI	
Anonimize	Niles District Library	620 East Main Street	Niles	MI	49120
Anonimize	North Adams Community Memorial Library	110 East Main Street	North Adams	MI	49262
Anonimize	North Branch Township Library	3714 Huron Road	North Branch	MI	48461
Anonimize	Walker Branch Library	1522 Ruddiman Drive	North Muskegon	MI	
Anonimize	Leelanau Township Library	119 East Nagonaba Street	Northport	MI	49670
Anonimize	Northville District Library	212 West Cady Street	Northville	MI	48167
Anonimize	Solomonson Branch Library	620 Section Street	Norway	MI	
Anonimize	Novi Public Library	45245 West Ten Mile Road	Novi	MI	48375
Anonimize	Crockery Township Library	7431 112th St.	Nunica	MI	
Anonimize	Oak Park Public Library	14200 Oak Park Boulevard	Oak Park	MI	48237
Anonimize	Hope Borbas Okemos Branch	4321 Okemos Road	Okemos	MI	
Anonimize	Omer Branch Library	205 East Center Street	Omer	MI	
Anonimize	Onaway Branch Library	20774 State Street	Onaway	MI	
Anonimize	Onekama Branch Library	5283 Main Street	Onekama	MI	
Anonimize	Luella Reynolds-Onsted Community Library	261 South Main Street	Onsted	MI	
Anonimize	Ontonagon Township Library	311 North Steel Street	Ontonagon	MI	49953
Anonimize	Brandon Township Public Library	304 South Street	Ortonville	MI	48462
Anonimize	Robert J. Parks Library	6010 Skeel Street	Oscoda	MI	
Anonimize	Forest Township Library	123 West Main Street	Otisville	MI	
Anonimize	Otsego District Public Library	219 South Farmer Street	Otsego	MI	49078
Anonimize	Otter Lake Branch Library	6361 Detroit Street	Otter Lake	MI	
Anonimize	Ovid Public Library	206 North Main Street	Ovid	MI	48866
Anonimize	Shiawassee District Library	502 West Main Street	Owosso	MI	48867
Anonimize	Oxford Public Library	530 Pontiac Road	Oxford	MI	48371
Anonimize	Richmond Township Library	500 Smith Street	Palmer	MI	49871
Anonimize	Whitefish Township Community Library	7247 North M-123	Paradise	MI	49768
Anonimize	Parchment Community Library	401 South Riverview Drive	Parchment	MI	49004
Anonimize	Parma Branch Library	102 Church Street	Parma	MI	
Anonimize	Paw Paw District Library	609 West Michigan Avenue	Paw Paw	MI	49079
Anonimize	Elk Township Library	29 East Lapeer Street	Peck	MI	48466
Anonimize	Pellston Branch Library	175 N. Milton Street	Pellston	MI	
Anonimize	Pentwater Township Library	402 East Park Street	Pentwater	MI	49449
Anonimize	Edna C. Bentley Memorial Library	135 South Main Street	Perry	MI	
Anonimize	Summerfield-Petersburg Branch Library	60 East Center Street	Petersburg	MI	
Anonimize	Petoskey Public Library	500 East Mitchell Street	Petoskey	MI	49770
Anonimize	Pigeon District Library	7236 Nitz Street	Pigeon	MI	48755
Anonimize	Pinckney Community Public Library	125 Putnam Street	Pinckney	MI	48169
Anonimize	Pinconning Branch Library	218 Kaiser St.	Pinconning	MI	
Anonimize	Pittsford Public Library	9268 East Hudson Road	Pittsford	MI	49271
Anonimize	Charles A. Ransom District Library	180 South Sherwood Avenue	Plainwell	MI	49080
Anonimize	Henrietta Branch Library	11744 Bunkerhill Road	Pleasant Lake	MI	
Anonimize	Plymouth District Library	223 South Main Street	Plymouth	MI	48170
Anonimize	Oakland County Research Library	1200 North Telegraph Road	Pontiac	MI	48341
Anonimize	Pontiac Public Library	60 East Pike Street	Pontiac	MI	48342
Anonimize	Port Austin Township Library	114 Railroad Street	Port Austin	MI	48467
Anonimize	Saint Clair County Library	210 Mcmorran Boulevard	Port Huron	MI	48060
Anonimize	Sanilac District Library	7130 Main Street	Port Sanilac	MI	48469
Anonimize	Portage District Library	300 Library Lane	Portage	MI	49002
Anonimize	Portland District Library	334 Kent Street	Portland	MI	48875
Anonimize	Posen Branch Library	6987 Turtle Street	Posen	MI	
Anonimize	Potterville Benton Township District Library	150 Library Lane	Potterville	MI	48876
Anonimize	Ogemaw East Branch Library	200 Washington	Prescott	MI	
Anonimize	Skidway Lake Branch Library	2129 Greenwood Road	Prescott	MI	
Anonimize	Grand Lake Branch Library	8797 East Grand Lake Road	Presque Isle	MI	
Anonimize	Algansee Branch Library	580 South Ray Quincy Road	Quincy	MI	
Anonimize	Quincy Branch Library	11 North Main Street	Quincy	MI	
Anonimize	Ravenna Branch Library	12278 Stafford Street	Ravenna	MI	
Anonimize	Ray Township Public Library	64255 Wolcott Road	Ray	MI	48096
Anonimize	Reading Community Library	104 North Main Street	Reading	MI	49274
Anonimize	Redford Township District Library	25320 West Six Mile Road	Redford	MI	48240
Anonimize	Reed City Public Library	410 West Upton Avenue	Reed City	MI	49677
Anonimize	Reese Unity District Library	2065 Gates Street	Reese	MI	48757
Anonimize	Wheatland Township Library	207 Michigan Avenue	Remus	MI	49340
Anonimize	Republic-Michigamme Public Library	227 Maple Street	Republic	MI	49879
Anonimize	Richland Community Library	8951 Park Street	Richland	MI	49083
Anonimize	Lois Wagner Memorial Library	35200 Division Road	Richmond	MI	48062
Anonimize	Hall Memorial Library		Ridgeway	MI	
Anonimize	River Rouge Public Library	221 Burke Street	River Rouge	MI	
Anonimize	Seville Township Public Library	6734 Lumberjack Road	Riverdale	MI	48877
Anonimize	Riverview Public Library	14300 Sibley Road	Riverview	MI	48193
Anonimize	Rochester Hills Public Library	500 Olde Towne Road	Rochester	MI	48307
Anonimize	Kent District Library - Krause Memorial	140 East Bridge Street	Rockford	MI	49341
Anonimize	Rockland Township Library	40 National Avenue	Rockland	MI	
Anonimize	Presque Isle District Library	181 East Erie Street	Rogers City	MI	49779
Anonimize	Kezar Branch Library	107 Church Street	Romeo	MI	
Anonimize	Romulus Public Library	11121 Wayne Road	Romulus	MI	
Anonimize	Gerrish-Higgins School District Public Library	10600 Oakwood Road	Roscommon	MI	48653
Anonimize	Ogemaw District Library	107 West Main Street	Rose City	MI	48654
Anonimize	Faith Johnston Memorial Library	4026 Michigan Street	Rosebush	MI	
Anonimize	Roseville Public Library	29777 Gratiot Avenue	Roseville	MI	48066
Anonimize	Royal Oak Public Library	222 East Eleven Mile Road	Royal Oak	MI	48068
Anonimize	Rudyard School-Public Library	11185 West Second Street	Rudyard	MI	49780
Anonimize	Turner Howson Elementary Library	11183 W. Turner Howson Road	Rudyard	MI	
Anonimize	Archer A. Claytor Library	1410 North Twelfth Street	Saginaw	MI	
Anonimize	Bridgeport Public Library	3399 Williamson Road	Saginaw	MI	48601
Anonimize	Butman-Fish Library	1716 Hancock Street	Saginaw	MI	
Anonimize	Hoyt Public Library	505 Janes Avenue	Saginaw	MI	
Anonimize	Public Libraries Of Saginaw	505 Janes Avenue	Saginaw	MI	48607
Anonimize	Rudolph C. Zauel Memorial Library	3100 North Center Road	Saginaw	MI	
Anonimize	Ruth Brady Wickes Library	1713 Hess Avenue	Saginaw	MI	
Anonimize	Thomas Township Library	8207 Shields Drive	Saginaw	MI	48609
Anonimize	Saint Charles District Library	104 West Spruce Street	Saint Charles	MI	48655
Anonimize	St. Clair Public Library	310 South Second Street	Saint Clair	MI	
Anonimize	Saint Clair Shores Public Library	22500 Eleven Mile Road	Saint Clair Shores	MI	48081
Anonimize	Richfield Township Public Library	1410 North Saint Helen Road	Saint Helen	MI	48656
Anonimize	Saint Ignace Public Library	110 West Spruce Street	Saint Ignace	MI	49781
Anonimize	Briggs Public Library	108 East Railroad Street	Saint Johns	MI	48879
Anonimize	Maud Preston Palenske Memorial Library	500 Market Street	Saint Joseph	MI	49085
Anonimize	Theodore A. Cutler Memorial Library	312 Michigan Avenue	Saint Louis	MI	48880
Anonimize	Saline District Library	555 North Maple Road	Saline	MI	48176
Anonimize	Kent District Library - Sand Lake-Nelson Township	2 Maple Street	Sand Lake	MI	49343
Anonimize	Sandusky District Library	55 East Sanilac Avenue	Sandusky	MI	48471
Anonimize	Saranac Public Library	61 Bridge Street	Saranac	MI	48881
Anonimize	Bayliss Public Library	541 Library Drive	Sault Ste. Marie	MI	49783
Anonimize	Schoolcraft Community Library	330 North Centre Street	Schoolcraft	MI	49087
Anonimize	Scottville Library	204 East State Street	Scottville	MI	
Anonimize	Sebewaing Township Library	41 North Center Street	Sebewaing	MI	48759
Anonimize	Rothbury Branch Library	189 Maple Street	Shelby	MI	49455
Anonimize	Shelby Area District Library	189 Maple Street	Shelby	MI	49455
Anonimize	Shelby Township Library	51680 Van Dyke Avenue	Shelby Township	MI	48316
Anonimize	Coe Township Branch Library	308 West Wright Avenue	Shepherd	MI	
Anonimize	Sherwood Branch Library	118 Sherman Street	Sherwood	MI	
Anonimize	Sodus Township Library	3776 Naomi Road	Sodus	MI	49126
Anonimize	Somerset Township Library	12715 East Chicago Road	Somerset Center	MI	49282
Anonimize	Marialyce Canonie Great Lakes Research Library	260 Dyckman Road	South Haven	MI	
Anonimize	South Haven Memorial Library	314 Broadway Street	South Haven	MI	49090
Anonimize	Lyon Township Public Library	27005 South Milford Road	South Lyon	MI	48165
Anonimize	Salem-South Lyon District Library	9800 Pontiac Trail	South Lyon	MI	48178
Anonimize	South Rockwood Branch Library	12776 Fort Street	South Rockwood	MI	
Anonimize	John Grace Branch	21030 Indian Street	Southfield	MI	
Anonimize	Southfield Public Library	26300 Evergreen Road	Southfield	MI	48076
Anonimize	Southgate Veterans Memorial Library	14680 Dix-Toledo Road	Southgate	MI	
Anonimize	Sparta Carnegie Township Library	80 North Union Street	Sparta	MI	49345
Anonimize	Spring Arbor Branch Library	113 East Main Street	Spring Arbor	MI	
Anonimize	Spring Lake District Library	123 East Exchange Street	Spring Lake	MI	49456
Anonimize	Springport Branch Library	110 Mechanic Street	Springport	MI	
Anonimize	Mary Johnston Memorial Library	114 North Court Street	Standish	MI	
Anonimize	White Pine Library	106 East Walnut Street	Stanton	MI	48888
Anonimize	Menominee County Library	p.o. box 128	Stephenson	MI	49887
Anonimize	Sterling Heights Public Library	40255 Dodge Park Road	Sterling Heights	MI	48313
Anonimize	Lincoln Township Public Library	2099 West John Beers Road	Stevensville	MI	49127
Anonimize	Stockbridge Branch	200 Wood Street	Stockbridge	MI	
Anonimize	Sturgis District Library	255 North Street	Sturgis	MI	49091
Anonimize	Sunfield District Library	112 Main Street	Sunfield	MI	48890
Anonimize	Suttons Bay-Bingham District Library	416 Front Street	Suttons Bay	MI	49682
Anonimize	Swartz Creek-Perkins Library	8095 Civic Drive	Swartz Creek	MI	49682
Anonimize	Tawas City Branch Library	208 North Street	Tawas City	MI	49682
Anonimize	Taylor Community Library	12303 Pardee Road	Taylor	MI	49682
Anonimize	Tecumseh District Library	215 North Ottawa Street	Tecumseh	MI	49286
Anonimize	Tekonsha Township Public Library	230 South Church Street	Tekonsha	MI	49092
Anonimize	Bedford Branch Library	6642 Lewis Ave.	Temperance	MI	49092
Anonimize	Betsie Valley District Library	14731 Thompson Avenue	Thompsonville	MI	49683
Anonimize	Three Oaks Township Public Library	3 North Elm Street	Three Oaks	MI	49128
Anonimize	Three Rivers Public Library	920 West Michigan Avenue	Three Rivers	MI	49093
Anonimize	Topinabee Public Library	1576 Straits Highway	Topinabee	MI	49791
Anonimize	East Bay Branch Library	"1989 Three Mile Road, North"	Traverse City	MI	49791
Anonimize	Peninsula Community Library	2735 Island View Road	Traverse City	MI	49686
Anonimize	Traverse Area District Library	610 Woodmere Avenue	Traverse City	MI	49686
Anonimize	Trenton Veterans Memorial Library	2790 Westfield Road	Trenton	MI	49686
Anonimize	Troy Public Library	510 West Big Beaver Road	Troy	MI	48084
Anonimize	Tustin Community Library	310 South Neilson Street	Tustin	MI	48084
Anonimize	Dalton Branch Library	3175 Fifth Street	Twin Lake	MI	48084
Anonimize	Sleeper Public Library	2236 East Main Street	Ubly	MI	48475
Anonimize	Union Township Library	221 N. Broadway	Union City	MI	48475
Anonimize	Columbia Township Library	6456 Center Street	Unionville	MI	48767
Anonimize	Columbia Township Library	6643 Merry Street	Unionville	MI	48767
Anonimize	Utica Public Library	7530 Auburn Road	Utica	MI	48317
Anonimize	Vanderbilt Branch Library	8170 Mill Street	Vanderbilt	MI	48317
Anonimize	Bullard Sanford Memorial Library	520 West Huron Avenue	Vassar	MI	48768
Anonimize	Vermontville Township Library	120 East First Street	Vermontville	MI	49096
Anonimize	Vernon District Public Library	115 East Main Street	Vernon	MI	48476
Anonimize	Richland Township Library	8821 Third Street	Vestaburg	MI	48891
Anonimize	Vicksburg District Library	215 South Michigan Avenue	Vicksburg	MI	49097
Anonimize	Wakefield Public Library	401 Hancock Street	Wakefield	MI	49968
Anonimize	Waldron District Library	107 North Main Street	Waldron	MI	49288
Anonimize	Kent District Library - Walker	4293 Remembrance Nw	Walker	MI	49544
Anonimize	Walkerville Public-School Library	145 East Lathrop	Walkerville	MI	49459
Anonimize	Walled Lake City Library	1499 East West Maple Road	Walled Lake	MI	48390
Anonimize	Crooked Tree District Library	2203 Walloon Street	Walloon Lake	MI	49796
Anonimize	Arthur J. Miller Branch Library	5460 Arden	Warren	MI	48092
Anonimize	Dorothy M. Busch Branch Library	23333 Ryan Road	Warren	MI	48091
Anonimize	Maybelle Burnette Branch Library	22005 Van Dyke Avenue	Warren	MI	48089
Anonimize	Warren Civic Center Library	One City Square	Warren	MI	48093
Anonimize	Romeo District Library	65821 Van Dyke Avenue	Washington	MI	48095
Anonimize	Cai Branch Library	5640 Williams Lake Road	Waterford	MI	48095
Anonimize	Waterford Township Public Library	5168 Civic Center Drive	Waterford	MI	48329
Anonimize	Watervliet District Library	333 North Main Street	Watervliet	MI	49098
Anonimize	Henika District Library	149 South Main Street	Wayland	MI	49348
Anonimize	Wayne Public Library	3737 South Wayne Road	Wayne	MI	48184
Anonimize	Webberville Branch	115 South Main Street	Webberville	MI	48184
Anonimize	Weidman Public Library	3453 North School Road	Weidman	MI	48184
Anonimize	Wellston Branch Library	1451 Seaman Road	Wellston	MI	48184
Anonimize	West Bloomfield Township Public Library	4600 Walnut Lake Road	West Bloomfield	MI	48323
Anonimize	Westacres Branch Library	7321 Commerce Road	West Bloomfield	MI	48323
Anonimize	West Branch District Library	119 North Fourth Street	West Branch	MI	48661
Anonimize	Wayne County Public Library	30555 Michigan Avenue	Westland	MI	48186
Anonimize	William P. Faust Public Library Of Westland	6123 Central City Parkway	Westland	MI	48185
Anonimize	White Cloud Community Library	1038 Wilcox Avenue	White Cloud	MI	49349
Anonimize	White Lake Township Library	7527 East Highland Road	White Lake	MI	48383
Anonimize	White Pigeon Township Library	102 North Kalamazoo Street	White Pigeon	MI	49099
Anonimize	Carp Lake Township Library	10 Cedar Street	White Pine	MI	49971
Anonimize	White Lake Community Library	3900 White Lake Drive	Whitehall	MI	49461
Anonimize	Northfield Township Area Library	125 Barker Road	Whitmore Lake	MI	48189
Anonimize	Whittemore Branch Library	p.o. box 247	Whittemore	MI	48189
Anonimize	Williamston Branch	175 East Grand River Avenue	Williamston	MI	48189
Anonimize	Fremont Township Branch Library	2833 West Blanchard Road	Winn	MI	48189
Anonimize	Wixom Public Library	49015 Pontiac Trail	Wixom	MI	48393
Anonimize	Wolverine Community Library	5716 Main Street	Wolverine	MI	49799
Anonimize	George W. Spindler Memorial Library	186 North Main Street	Woodland	MI	48897
Anonimize	Bacon Memorial District Library	45 Vinewood Street	Wyandotte	MI	48192
Anonimize	Kent District Library - Wyoming	"3350 Michael Avenue, Sw"	Wyoming	MI	49509
Anonimize	Yale Public Library	2 Jones Street	Yale	MI	49509
Anonimize	Ydl-Michigan Avenue	229 W. Michigan Avenue	Ypsilanti	MI	49509
Anonimize	Ypsilanti District Library	5577 Whittaker Road	Ypsilanti	MI	48197
Anonimize	Howard Miller Library	14 South Church Street	Zeeland	MI	49464
